id,user_id,Value,Time
77,127,421,2024-10-07 18:24:33
78,97,655,2024-03-29 05:16:33
79,143,567,2024-06-11 19:05:33
80,86,578,2024-03-01 09:36:33
81,106,784,2024-06-08 02:48:33
82,88,116,2024-07-23 17:49:33
83,151,764,2024-07-31 22:37:33
84,33,924,2024-07-28 03:45:33
85,3,127,2024-09-08 11:30:33
86,183,451,2024-05-24 18:39:33
87,23,365,2024-06-11 10:19:33
88,61,864,2024-06-20 17:35:33
89,32,401,2024-11-03 03:36:33
90,200,938,2025-01-07 03:05:33
91,25,172,2024-11-29 09:17:33
92,125,673,2024-08-18 16:40:33
93,195,324,2024-07-08 18:10:33
94,17,586,2025-01-31 20:22:33
95,84,548,2024-10-23 16:45:33
96,44,539,2024-08-20 10:28:33
97,81,176,2024-06-01 04:17:33
98,114,551,2024-06-23 00:25:33
99,45,118,2024-07-24 16:32:33
100,190,614,2024-12-24 07:52:33
101,46,657,2024-11-18 22:14:33
102,90,405,2024-12-18 23:09:33
103,20,756,2024-07-18 08:50:33
104,176,150,2025-01-12 23:53:33
105,52,174,2024-06-19 10:25:33
106,182,349,2024-07-17 14:43:33
107,164,118,2024-11-26 12:50:33
108,20,764,2024-03-05 08:29:33
109,21,557,2025-01-21 08:19:33
110,80,593,2024-11-24 12:46:33
111,34,301,2024-03-16 20:56:33
112,180,219,2024-06-10 12:38:33
113,48,830,2025-01-25 20:17:33
114,94,846,2024-06-27 04:56:33
115,148,800,2024-11-02 10:50:33
116,30,651,2024-10-06 20:56:33
117,196,744,2024-09-21 18:06:33
118,193,184,2024-04-02 21:34:33
119,35,139,2025-01-26 05:54:33
120,67,262,2025-02-03 00:45:33
121,63,816,2024-10-16 21:29:33
122,95,55,2024-10-21 05:04:33
123,148,446,2024-09-13 06:55:33
124,57,75,2024-06-23 08:09:33
125,182,232,2024-04-08 06:07:33
126,4,510,2024-09-13 00:44:33
127,165,625,2024-08-18 11:45:33
128,78,591,2024-06-21 17:59:33
129,151,201,2024-10-13 06:29:33
130,94,878,2024-08-13 16:44:33
131,141,963,2024-07-01 23:07:33
132,70,854,2024-09-27 04:23:33
133,192,706,2024-10-03 07:42:33
134,53,924,2025-01-08 21:01:33
135,197,807,2024-07-31 00:06:33
136,141,759,2024-08-29 06:17:33
137,66,223,2024-12-28 23:46:33
138,41,980,2024-10-21 08:43:33
139,178,721,2024-09-14 13:16:33
140,94,792,2024-02-22 10:50:33
141,50,844,2024-03-20 21:57:33
142,41,857,2024-05-22 04:22:33
143,149,967,2024-04-30 16:11:33
144,167,534,2025-02-13 09:15:33
145,163,527,2024-11-29 19:58:33
146,131,790,2024-03-30 07:24:33
147,138,612,2024-03-26 21:15:33
148,150,206,2024-07-12 14:48:33
149,23,193,2025-01-24 04:07:33
150,131,236,2024-03-25 06:39:33
151,5,372,2024-04-01 14:04:33
152,26,469,2024-05-11 12:54:33
153,123,697,2024-09-13 20:22:33
154,105,437,2024-08-14 03:30:33
155,137,179,2024-06-06 09:35:33
156,104,224,2024-05-14 00:37:33
157,79,555,2025-02-15 01:08:33
158,63,279,2024-11-29 18:54:33
159,65,114,2024-06-14 03:05:33
160,76,406,2024-06-20 15:44:33
161,142,810,2024-07-10 16:36:33
162,59,416,2024-07-22 20:15:33
163,151,967,2024-06-09 06:53:33
164,144,389,2024-12-16 06:46:33
165,30,472,2024-10-23 09:54:33
166,61,357,2024-10-30 23:28:33
167,39,132,2024-04-03 03:47:33
168,180,752,2024-09-25 14:26:33
169,30,739,2024-11-22 16:44:33
170,150,657,2024-04-20 16:26:33
171,174,921,2025-02-08 09:36:33
172,22,115,2024-09-10 15:50:33
173,148,102,2024-08-30 16:19:33
174,114,427,2024-05-25 07:29:33
175,52,918,2024-03-15 04:33:33
176,31,448,2025-02-10 18:10:33
177,36,759,2024-08-22 10:11:33
178,42,463,2024-04-03 22:32:33
179,172,960,2024-07-03 17:47:33
180,176,381,2024-03-10 15:28:33
181,7,801,2024-11-17 18:52:33
182,111,519,2024-12-22 15:29:33
183,151,184,2024-06-12 17:49:33
184,6,668,2024-07-11 21:00:33
185,93,423,2024-03-04 04:33:33
186,106,952,2024-07-17 12:34:33
187,26,767,2024-09-11 01:49:33
188,37,286,2024-12-28 15:42:33
189,41,730,2024-09-28 20:12:33
190,166,95,2024-10-11 07:58:33
191,25,415,2025-01-15 07:23:33
192,106,743,2024-06-07 22:44:33
193,104,333,2024-07-26 22:27:33
194,41,344,2024-09-28 12:42:33
195,194,279,2024-09-27 09:07:33
196,25,55,2024-10-03 21:20:33
197,79,685,2024-03-23 22:57:33
198,176,738,2024-07-24 23:35:33
199,4,183,2024-06-05 18:46:33
200,13,836,2024-12-22 15:07:33
201,52,776,2024-06-11 23:35:33
202,41,969,2024-05-30 06:24:33
203,87,566,2024-03-25 15:29:33
204,54,725,2024-03-28 21:50:33
205,10,335,2024-11-20 13:53:33
206,8,53,2024-05-15 20:54:33
207,122,519,2024-08-29 13:54:33
208,179,330,2024-12-24 03:55:33
209,154,486,2024-09-05 01:10:33
210,168,539,2024-06-08 23:19:33
211,81,87,2024-06-10 21:46:33
212,184,692,2024-03-21 08:21:33
213,51,251,2024-05-09 08:47:33
214,47,247,2024-04-28 14:54:33
215,88,240,2024-10-31 03:00:33
216,9,458,2025-02-12 07:32:33
217,159,809,2024-04-19 05:19:33
218,142,394,2024-07-10 18:31:33
219,9,954,2025-01-06 02:19:33
220,46,278,2024-10-11 16:16:33
221,154,394,2024-07-26 03:33:33
222,187,975,2024-06-18 13:24:33
223,33,766,2024-09-03 18:42:33
224,102,156,2024-11-06 11:07:33
225,120,639,2024-12-21 03:42:33
226,158,69,2024-02-22 00:47:33
227,19,852,2024-08-24 17:12:33
228,141,469,2024-09-06 12:22:33
229,59,458,2024-05-15 12:33:33
230,53,966,2024-08-15 07:37:33
231,56,932,2024-10-05 18:16:33
232,184,605,2024-07-07 18:03:33
233,149,677,2024-04-18 11:52:33
234,170,434,2024-09-24 12:26:33
235,68,164,2024-05-11 23:15:33
236,15,739,2024-03-02 15:47:33
237,174,794,2024-11-26 23:24:33
238,70,531,2024-09-05 07:40:33
239,101,320,2024-08-09 20:12:33
240,191,864,2024-09-13 12:54:33
241,76,402,2024-07-24 07:23:33
242,176,166,2025-01-18 05:31:33
243,13,634,2024-05-28 12:08:33
244,22,547,2024-04-01 04:05:33
245,186,246,2024-07-11 07:55:33
246,58,221,2024-12-12 20:00:33
247,137,123,2024-12-11 03:14:33
248,35,968,2024-03-02 22:26:33
249,58,908,2024-12-19 09:54:33
250,188,895,2024-09-01 22:31:33
251,151,406,2024-10-17 21:25:33
252,177,488,2024-11-24 20:05:33
253,1,87,2024-07-24 05:02:33
254,22,469,2024-11-21 05:57:33
255,141,369,2024-12-24 04:01:33
256,193,870,2024-09-03 17:53:33
257,91,711,2025-01-19 07:12:33
258,39,469,2024-04-06 19:56:33
259,107,196,2024-11-30 21:19:33
260,200,331,2024-07-10 16:32:33
261,17,141,2025-01-23 03:06:33
262,77,305,2024-09-03 10:48:33
263,166,282,2025-01-09 14:36:33
264,125,468,2024-11-07 01:09:33
265,77,547,2025-02-11 21:55:33
266,164,918,2024-08-23 07:34:33
267,38,860,2025-01-21 17:57:33
268,76,86,2024-03-27 22:27:33
269,133,123,2024-04-09 13:51:33
270,93,496,2024-08-16 19:48:33
271,196,941,2024-08-09 04:17:33
272,15,204,2024-11-17 14:29:33
273,52,572,2024-08-04 06:49:33
274,191,491,2024-11-23 01:18:33
275,149,910,2024-06-20 19:28:33
276,69,794,2024-08-04 01:19:33
277,150,678,2024-05-31 18:32:33
278,82,482,2024-05-11 10:23:33
279,195,257,2024-04-14 12:57:33
280,180,926,2024-12-29 13:41:33
281,146,749,2024-07-26 22:43:33
282,10,634,2024-11-29 21:58:33
283,59,51,2024-03-02 03:06:33
284,132,330,2024-05-21 09:19:33
285,136,636,2025-02-10 15:30:33
286,154,625,2024-07-14 07:38:33
287,188,706,2024-12-22 03:21:33
288,183,120,2024-04-02 21:35:33
289,62,850,2024-05-08 13:03:33
290,54,789,2024-04-20 18:54:33
291,160,392,2024-06-28 21:27:33
292,89,111,2024-10-04 01:50:33
293,93,849,2025-02-07 04:26:33
294,132,529,2024-02-23 05:54:33
295,39,74,2024-03-28 08:43:33
296,90,518,2024-06-01 08:51:33
297,151,59,2024-03-19 12:19:33
298,70,998,2024-06-07 07:22:33
299,35,526,2024-07-14 22:13:33
300,19,674,2025-01-19 14:03:33
