id,user_id,Value,Time
78,188,8579,2024-12-05 04:50:33
79,175,14715,2024-12-08 10:38:33
80,171,9278,2024-09-29 10:40:33
81,171,16679,2024-12-02 06:47:33
82,113,19194,2024-11-02 22:57:33
83,10,16975,2025-01-03 23:01:33
84,162,1493,2024-06-25 15:52:33
85,6,4054,2024-06-21 02:48:33
86,48,6337,2024-03-09 10:08:33
87,103,16104,2024-11-13 08:51:33
88,159,1903,2025-02-12 03:37:33
89,166,9708,2024-06-17 19:38:33
90,60,6029,2025-02-07 20:47:33
91,59,3662,2024-04-19 01:03:33
92,29,1955,2024-07-17 22:39:33
93,127,9568,2024-12-19 04:25:33
94,127,18726,2025-01-18 17:47:33
95,124,12803,2024-12-21 16:41:33
96,121,19652,2024-10-12 17:54:33
97,110,12370,2024-05-04 02:49:33
98,184,10311,2024-06-01 10:11:33
99,68,11360,2024-06-27 15:28:33
100,75,10959,2024-08-11 10:48:33
101,151,4145,2024-07-11 05:56:33
102,152,19664,2024-06-30 04:09:33
103,109,6835,2024-04-22 07:03:33
104,99,18935,2024-08-10 16:08:33
105,142,2079,2024-09-29 11:45:33
106,4,9732,2024-05-10 19:00:33
107,108,9487,2024-11-28 21:20:33
108,126,9005,2025-02-08 16:29:33
109,48,2585,2024-05-15 14:44:33
110,131,3558,2024-04-24 03:10:33
111,197,3001,2024-11-17 08:50:33
112,52,2278,2024-04-03 15:45:33
113,31,12928,2024-08-26 06:08:33
114,159,6696,2024-09-03 20:42:33
115,48,10517,2024-07-23 05:11:33
116,179,9771,2024-07-05 16:29:33
117,9,18462,2024-04-27 02:21:33
118,71,12262,2024-12-31 07:02:33
119,42,7931,2024-11-08 10:19:33
120,40,5880,2024-11-10 07:25:33
121,17,14566,2024-11-22 08:06:33
122,135,13353,2024-08-12 15:07:33
123,56,4213,2024-11-30 09:41:33
124,103,9761,2025-01-10 20:13:33
125,138,13495,2024-12-03 19:08:33
126,84,9075,2024-11-04 23:23:33
127,49,2539,2024-04-06 14:13:33
128,46,7728,2024-09-10 04:31:33
129,197,12271,2024-07-19 06:37:33
130,171,13910,2024-12-30 20:00:33
131,57,14948,2024-05-02 10:15:33
132,45,10186,2025-02-13 16:36:33
133,195,15295,2024-10-05 13:44:33
134,95,8607,2024-06-01 22:48:33
135,32,2745,2024-08-01 08:39:33
136,127,3738,2024-06-19 22:21:33
137,165,11019,2024-12-22 21:14:33
138,173,2934,2024-12-22 00:03:33
139,71,18871,2024-06-14 02:57:33
140,99,11191,2024-07-04 17:18:33
141,138,12494,2024-07-30 07:43:33
142,34,3943,2024-04-19 06:27:33
143,104,17179,2024-05-30 18:10:33
144,164,12373,2025-02-11 19:47:33
145,75,6064,2024-10-17 22:39:33
146,115,2117,2024-10-29 05:19:33
147,32,4592,2024-05-01 21:13:33
148,40,7582,2024-09-24 04:24:33
149,110,6759,2025-02-15 20:19:33
150,138,12924,2024-09-09 22:59:33
151,199,14865,2024-09-04 03:38:33
152,69,18884,2024-04-26 14:57:33
153,131,8053,2025-02-19 13:27:33
154,87,1207,2025-01-31 19:41:33
155,116,2835,2024-12-18 22:11:33
156,33,7168,2024-07-29 15:41:33
157,13,11044,2024-05-18 11:43:33
158,18,17905,2024-11-21 22:45:33
159,122,12919,2025-02-17 04:01:33
160,51,10202,2025-01-15 23:52:33
161,100,7393,2024-10-15 19:54:33
162,12,10847,2024-09-11 06:36:33
163,43,17529,2025-01-18 23:45:33
164,68,14036,2024-08-09 08:25:33
165,98,8019,2024-10-18 19:06:33
166,19,10542,2025-01-01 15:38:33
167,199,17503,2024-06-16 15:21:33
168,194,14768,2024-03-22 19:34:33
169,140,12691,2024-05-25 07:14:33
170,14,12771,2024-07-18 04:46:33
171,175,10517,2024-07-24 00:33:33
172,34,17986,2024-09-09 13:56:33
173,99,5823,2024-10-14 01:34:33
174,94,1989,2024-10-10 03:46:33
175,120,5576,2025-01-20 23:30:33
176,198,13727,2024-05-02 21:46:33
177,169,11122,2024-11-07 22:04:33
178,51,2850,2024-08-27 01:48:33
179,58,7665,2024-11-08 09:13:33
180,151,7850,2024-05-03 20:31:33
181,73,7506,2025-01-06 11:57:33
182,27,3331,2024-09-14 13:47:33
183,72,7689,2024-11-08 16:44:33
184,159,3389,2024-07-28 01:15:33
185,140,15380,2024-11-05 00:37:33
186,43,1128,2024-12-15 01:02:33
187,141,15511,2024-03-09 05:09:33
188,122,5135,2024-08-26 01:37:33
189,192,13853,2024-08-07 16:10:33
190,107,12208,2024-09-05 05:47:33
191,101,12322,2024-08-12 07:05:33
192,138,3534,2024-09-10 22:38:33
193,119,2913,2024-07-15 01:13:33
194,30,18838,2024-10-05 08:45:33
195,12,5255,2024-03-03 21:56:33
196,145,3694,2024-12-13 01:52:33
197,155,3949,2025-01-23 16:31:33
198,140,14647,2024-03-22 05:00:33
199,42,14399,2024-09-01 02:22:33
200,91,16595,2024-07-03 12:04:33
201,124,7990,2024-05-07 08:33:33
202,102,19741,2024-06-14 15:31:33
203,71,11304,2024-03-07 06:02:33
204,67,6632,2024-04-27 04:58:33
205,47,1208,2024-09-08 06:28:33
206,184,11056,2024-03-06 15:43:33
207,166,9339,2024-12-11 23:16:33
208,192,1984,2024-12-20 18:17:33
209,83,17000,2024-10-23 18:45:33
210,164,13549,2024-08-07 20:23:33
211,173,14832,2024-10-21 15:28:33
212,160,18982,2024-03-30 16:52:33
213,132,15515,2024-11-05 09:42:33
214,51,19724,2024-06-20 18:18:33
215,8,15562,2024-05-06 12:07:33
216,64,5904,2024-12-09 02:31:33
217,155,10377,2024-09-15 02:31:33
218,111,8883,2024-02-25 00:04:33
219,43,11206,2024-12-14 04:02:33
220,14,1079,2024-05-04 22:09:33
221,93,8118,2024-05-20 03:48:33
222,159,10704,2024-10-19 15:46:33
223,188,12499,2024-10-14 06:06:33
224,25,6349,2024-06-19 10:16:33
225,128,1559,2024-04-19 08:36:33
226,189,7641,2024-09-27 05:20:33
227,33,17118,2024-05-05 06:31:33
228,54,4816,2025-02-07 00:29:33
229,48,5681,2024-10-29 07:10:33
230,28,1788,2024-04-24 15:55:33
231,143,18262,2024-10-03 21:30:33
232,155,17416,2025-02-05 21:37:33
233,86,19205,2024-10-26 07:36:33
234,56,8620,2024-10-23 07:48:33
235,167,17767,2024-04-28 09:22:33
236,199,12760,2024-04-10 12:14:33
237,55,17593,2024-06-26 12:24:33
238,34,13286,2025-02-21 01:36:33
239,98,7585,2024-03-29 20:16:33
240,51,18621,2024-03-29 22:26:33
241,180,19624,2024-05-01 22:03:33
242,153,19573,2024-04-01 08:46:33
243,57,16084,2024-06-11 12:29:33
244,57,7413,2024-10-03 00:21:33
245,28,9777,2024-06-17 17:03:33
246,111,9715,2024-08-10 18:16:33
247,128,15944,2024-09-12 01:12:33
248,195,18243,2024-03-10 18:15:33
249,23,12557,2024-07-22 12:24:33
250,133,4042,2024-07-08 17:57:33
251,126,5576,2024-04-17 00:17:33
252,29,17517,2024-09-05 14:44:33
253,95,3638,2024-05-13 06:46:33
254,39,2116,2024-11-24 05:05:33
255,101,16386,2024-08-01 10:05:33
256,122,10601,2024-07-08 12:31:33
257,20,17561,2024-03-03 00:50:33
258,179,2540,2025-02-09 03:18:33
259,48,2203,2025-02-17 03:07:33
260,61,19390,2024-06-12 17:06:33
261,18,14528,2024-05-22 14:18:33
262,157,10443,2024-03-02 00:23:33
263,49,6115,2025-01-23 14:30:33
264,125,9074,2024-09-11 02:57:33
265,37,11111,2024-10-24 22:48:33
266,41,19610,2025-01-09 04:33:33
267,87,11474,2024-07-29 03:00:33
268,6,11107,2024-09-14 00:10:33
269,121,2639,2024-09-16 12:49:33
270,157,13026,2024-10-19 12:01:33
271,172,9014,2024-09-06 16:32:33
272,15,10019,2024-08-15 12:08:33
273,75,10694,2024-12-10 01:48:33
274,176,7622,2024-06-19 16:43:33
275,103,8367,2024-12-15 12:20:33
276,106,2217,2024-11-19 02:56:33
277,71,16310,2024-02-29 11:45:33
278,139,14961,2024-10-27 12:17:33
279,154,15421,2024-07-09 05:27:33
280,4,9234,2024-03-10 21:02:33
281,161,9927,2024-11-18 11:48:33
282,117,5552,2024-10-24 01:26:33
283,86,13590,2024-04-14 04:17:33
284,67,2118,2024-09-11 16:28:33
285,38,2421,2024-05-24 19:06:33
286,155,12858,2024-08-03 17:47:33
287,99,8218,2024-04-04 22:46:33
288,4,4309,2024-04-06 11:29:33
289,37,18588,2024-07-18 22:53:33
290,36,19673,2024-06-10 14:33:33
291,78,11963,2024-10-22 21:31:33
292,41,8449,2025-01-01 18:52:33
293,6,14614,2024-06-27 17:50:33
294,65,2402,2025-01-30 09:54:33
295,180,4158,2024-09-26 14:19:33
296,7,10050,2024-12-12 10:38:33
297,26,11903,2024-04-17 03:32:33
298,67,7371,2024-02-27 00:28:33
299,95,14532,2024-04-19 15:57:33
300,29,11286,2024-09-09 00:01:33
