id,user_id,Value,Time
277,28,12.53,2024-06-13 07:31:33
278,14,2.54,2024-02-29 13:42:33
279,132,6.97,2024-07-23 13:40:33
280,104,7.21,2024-07-06 04:04:33
281,129,9.22,2024-12-05 22:09:33
282,28,14.71,2025-01-22 01:08:33
283,20,4.88,2024-04-26 03:07:33
284,137,11.38,2024-05-01 03:56:33
285,110,12.83,2024-10-20 04:00:33
286,73,9.92,2024-09-15 20:00:33
287,162,9.27,2024-10-31 13:35:33
288,199,10.93,2024-09-27 08:42:33
289,143,1.43,2024-11-23 17:55:33
290,145,1.51,2024-05-30 02:17:33
291,93,4.99,2024-09-18 22:07:33
292,24,3.16,2024-03-04 10:28:33
293,151,9.35,2024-05-28 09:12:33
294,79,11.15,2024-09-25 01:41:33
295,1,4.72,2024-12-23 02:08:33
296,101,11.1,2024-04-16 01:46:33
297,87,14.49,2024-06-12 18:28:33
298,60,1.68,2024-03-10 19:18:33
299,25,2.9,2024-02-29 20:12:33
300,4,6.09,2024-02-25 02:11:33
